times,rate_values,rate_models,targets_id,values_id,models_id
2015-08,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']"
2015-09,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']"
2015-10,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']"
2015-11,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']"
2015-12,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']"
2016-01,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']"
2016-02,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']"
2016-03,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']"
2016-04,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']"
2016-05,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']"
2016-06,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']"
2016-07,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']"
2016-08,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']"
2016-09,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']"
2016-10,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']"
2016-11,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']"
2016-12,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']"
2017-01,100.0,100.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']"
2017-02,100.0,90.0,"['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']","['2001.01568', '2012.12877', '1609.04741', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']"
2017-03,100.0,100.0,"['2001.01568', '2012.12877', '1609.04741', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442']","['2001.01568', '2012.12877', '1609.04741', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442']","['2001.01568', '2012.12877', '1609.04741', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442']"
2017-04,90.0,100.0,"['2001.01568', '2012.12877', '1609.04741', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442']","['2001.01568', '2012.12877', '1609.04741', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']"
2017-05,100.0,100.0,"['2001.01568', '2012.12877', '1609.04741', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442']","['2001.01568', '2012.12877', '1609.04741', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442']","['2001.01568', '2012.12877', '1609.04741', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442']"
2017-06,90.0,90.0,"['2001.01568', '2012.12877', '1609.04741', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442']","['2001.01568', '2012.12877', '1609.04741', '1711.06149', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083']","['2001.01568', '2012.12877', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083', '2007.08442', '2103.04224']"
2017-07,90.0,100.0,"['2001.01568', '2012.12877', '1609.04741', '1711.06149', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083']","['2001.01568', '2012.12877', '1609.04741', '1711.06149', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083']","['2001.01568', '2012.12877', '1711.06149', '2202.13110', '1609.04741', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626']"
2017-08,90.0,100.0,"['2001.01568', '2012.12877', '1609.04741', '1711.06149', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083']","['2001.01568', '2012.12877', '1609.04741', '1711.06149', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083']","['2001.01568', '2012.12877', '2103.15439', '1609.04741', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083']"
2017-09,80.0,100.0,"['2001.01568', '2012.12877', '1609.04741', '1711.06149', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083']","['2001.01568', '2012.12877', '1609.04741', '1711.06149', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083']","['2001.01568', '2012.12877', '2006.11392', '1711.06149', '2202.13110', '1609.04741', '1811.01399', '1811.11721', '1901.08150', '1903.07293']"
2017-10,90.0,100.0,"['2001.01568', '2012.12877', '1609.04741', '1711.06149', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083']","['1609.04741', '2001.01568', '2012.12877', '1711.06149', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083']","['2001.01568', '2012.12877', '2103.15439', '1609.04741', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083']"
2017-11,80.0,100.0,"['1609.04741', '2001.01568', '2012.12877', '1711.06149', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083']","['1609.04741', '2001.01568', '2012.12877', '1711.06149', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083']","['1609.04741', '2001.01568', '2012.12877', '2006.11392', '1711.06149', '2202.13110', '1811.01399', '1811.11721', '1901.08150', '1903.07293']"
2017-12,90.0,90.0,"['1609.04741', '2001.01568', '2012.12877', '1711.06149', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083']","['1609.04741', '2001.01568', '2012.12877', '1711.06149', '1803.00197', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626']","['1609.04741', '2001.01568', '2012.12877', '2103.15439', '1711.06149', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626']"
2018-01,80.0,100.0,"['1609.04741', '2001.01568', '2012.12877', '1711.06149', '1803.00197', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626']","['1609.04741', '2001.01568', '2012.12877', '1711.06149', '1803.00197', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626']","['1609.04741', '2001.01568', '2012.12877', '1803.00197', '2012.03868', '2006.11392', '1711.06149', '1811.01399', '1811.11721', '1901.08150']"
2018-02,90.0,100.0,"['1609.04741', '2001.01568', '2012.12877', '1711.06149', '1803.00197', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626']","['1609.04741', '1711.06149', '2001.01568', '2012.12877', '1803.00197', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626']","['1609.04741', '2001.01568', '2012.12877', '1711.06149', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083']"
2018-03,80.0,100.0,"['1609.04741', '1711.06149', '2001.01568', '2012.12877', '1803.00197', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626']","['1609.04741', '1711.06149', '2001.01568', '2012.12877', '1803.00197', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626']","['1609.04741', '1711.06149', '2001.01568', '2012.12877', '2012.12314', '1803.00197', '2012.03868', '1811.01399', '1811.11721', '1901.08150']"
2018-04,90.0,90.0,"['1609.04741', '1711.06149', '2001.01568', '2012.12877', '1803.00197', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626']","['1609.04741', '1711.06149', '1903.07293', '2001.01568', '2012.12877', '1803.00197', '1811.01399', '1811.04129', '1811.11721', '1901.08150']","['1609.04741', '2001.01568', '2012.12877', '1711.06149', '1811.01399', '1811.11721', '1901.08150', '1903.07293', '1904.10626', '2001.01083']"
2018-05,60.0,90.0,"['1609.04741', '1711.06149', '1903.07293', '2001.01568', '2012.12877', '1803.00197', '1811.01399', '1811.04129', '1811.11721', '1901.08150']","['1609.04741', '1711.06149', '1903.07293', '2001.01568', '2012.12877', '1802.04944', '1803.00197', '1811.01399', '1811.04129', '1811.11721']","['1609.04741', '1903.07293', '1711.06149', '2001.01568', '2012.12877', '1811.04129', '2006.13257', '2010.12621', '2011.00802', '2012.12314']"
2018-06,80.0,90.0,"['1609.04741', '1711.06149', '1903.07293', '2001.01568', '2012.12877', '1802.04944', '1803.00197', '1811.01399', '1811.04129', '1811.11721']","['1609.04741', '1711.06149', '1903.07293', '2001.01568', '2012.12877', '1703.07738', '1802.04944', '1803.00197', '1811.01399', '1811.04129']","['1609.04741', '2001.01568', '2012.12877', '1711.06149', '1903.07293', '1802.04944', '2006.04768', '2009.14794', '1803.00197', '1811.01399']"
2018-07,70.0,80.0,"['1609.04741', '1711.06149', '1903.07293', '2001.01568', '2012.12877', '1703.07738', '1802.04944', '1803.00197', '1811.01399', '1811.04129']","['1609.04741', '1803.00197', '1711.06149', '1802.04944', '1811.04129', '1903.07293', '2001.01568', '2010.06396', '2010.07891', '2012.12877']","['1609.04741', '1903.07293', '1711.06149', '2001.01568', '2012.12877', '1703.07738', '2008.05977', '1811.04129', '2006.13257', '2010.12621']"
2018-08,100.0,100.0,"['1609.04741', '1803.00197', '1711.06149', '1802.04944', '1811.04129', '1903.07293', '2001.01568', '2010.06396', '2010.07891', '2012.12877']","['1609.04741', '1803.00197', '1811.04129', '1711.06149', '1802.04944', '1903.07293', '2001.01568', '2010.06396', '2010.07891', '2012.12877']","['1609.04741', '1803.00197', '2010.06396', '2010.07891', '1802.04944', '1811.04129', '2001.01568', '2012.12877', '1711.06149', '1903.07293']"
2018-09,100.0,80.0,"['1609.04741', '1803.00197', '1811.04129', '1711.06149', '1802.04944', '1903.07293', '2001.01568', '2010.06396', '2010.07891', '2012.12877']","['1609.04741', '1803.00197', '1802.04944', '1811.04129', '1703.07738', '1711.06149', '1811.11721', '1903.07293', '2001.01568', '2010.06396']","['1609.04741', '1803.00197', '1811.04129', '1903.07293', '1711.06149', '2001.01568', '2012.12877', '1802.04944', '2010.06396', '2010.07891']"
2018-10,90.0,80.0,"['1609.04741', '1803.00197', '1802.04944', '1811.04129', '1703.07738', '1711.06149', '1811.11721', '1903.07293', '2001.01568', '2010.06396']","['1609.04741', '1803.00197', '1710.08969', '1802.04944', '1811.04129', '1811.11721', '1903.07293', '1703.07738', '1711.06149', '1807.06736']","['1609.04741', '1803.00197', '1802.04944', '1811.04129', '1811.11721', '1703.07738', '2010.06396', '2010.07891', '1711.06149', '2001.01568']"
2018-11,90.0,90.0,"['1609.04741', '1803.00197', '1710.08969', '1802.04944', '1811.04129', '1811.11721', '1903.07293', '1703.07738', '1711.06149', '1807.06736']","['1609.04741', '1710.08969', '1803.00197', '1811.04129', '1811.11721', '1802.04944', '1903.07293', '2012.12877', '1703.07738', '1711.06149']","['1609.04741', '1803.00197', '1710.08969', '1903.07293', '1811.11721', '1811.04129', '1802.04944', '1807.06736', '2008.05977', '1711.06149']"
2018-12,90.0,100.0,"['1609.04741', '1710.08969', '1803.00197', '1811.04129', '1811.11721', '1802.04944', '1903.07293', '2012.12877', '1703.07738', '1711.06149']","['1609.04741', '1710.08969', '1803.00197', '1811.11721', '1903.07293', '1811.04129', '1802.04944', '1711.06149', '2012.12877', '1703.07738']","['1609.04741', '1710.08969', '1803.00197', '1811.04129', '1811.11721', '1802.04944', '2012.12877', '1903.07293', '1703.07738', '2010.06396']"
2019-01,90.0,100.0,"['1609.04741', '1710.08969', '1803.00197', '1811.11721', '1903.07293', '1811.04129', '1802.04944', '1711.06149', '2012.12877', '1703.07738']","['1609.04741', '1710.08969', '1903.07293', '1811.11721', '1803.00197', '1811.04129', '1711.06149', '1802.04944', '2012.12877', '1703.07738']","['1609.04741', '1710.08969', '1903.07293', '1811.11721', '1803.00197', '1811.04129', '1802.04944', '1711.06149', '2012.12877', '1811.01399']"
2019-02,100.0,80.0,"['1609.04741', '1710.08969', '1903.07293', '1811.11721', '1803.00197', '1811.04129', '1711.06149', '1802.04944', '2012.12877', '1703.07738']","['1609.04741', '1710.08969', '1903.07293', '1803.00197', '1811.11721', '1711.06149', '1802.04944', '1811.04129', '1810.10845', '1811.01399']","['1710.08969', '1609.04741', '1903.07293', '1811.11721', '1803.00197', '1811.04129', '1711.06149', '1802.04944', '2012.12877', '1703.07738']"
2019-03,90.0,90.0,"['1609.04741', '1710.08969', '1903.07293', '1803.00197', '1811.11721', '1711.06149', '1802.04944', '1811.04129', '1810.10845', '1811.01399']","['1710.08969', '1609.04741', '1811.11721', '1903.07293', '1803.00197', '1802.04944', '1711.06149', '1811.04129', '2008.05977', '1810.10845']","['1609.04741', '1710.08969', '1903.07293', '1803.00197', '1811.11721', '1802.04944', '1711.06149', '1811.04129', '2206.01923', '1810.10845']"
2019-04,90.0,100.0,"['1710.08969', '1609.04741', '1811.11721', '1903.07293', '1803.00197', '1802.04944', '1711.06149', '1811.04129', '2008.05977', '1810.10845']","['1710.08969', '1609.04741', '1811.11721', '1903.07293', '1803.00197', '1811.04129', '1802.04944', '1711.06149', '2008.05977', '1810.10845']","['1710.08969', '1609.04741', '1811.11721', '1903.07293', '1803.00197', '1802.04944', '1811.04129', '1711.06149', '2008.05977', '2012.12877']"
2019-05,90.0,90.0,"['1710.08969', '1609.04741', '1811.11721', '1903.07293', '1803.00197', '1811.04129', '1802.04944', '1711.06149', '2008.05977', '1810.10845']","['1710.08969', '1609.04741', '1811.11721', '1903.07293', '1811.04129', '1802.04944', '1803.00197', '1711.06149', '1808.10024', '2008.05977']","['1710.08969', '1811.11721', '1609.04741', '1903.07293', '1811.04129', '1803.00197', '1802.04944', '2008.05977', '1711.06149', '1811.01328']"
2019-06,100.0,100.0,"['1710.08969', '1609.04741', '1811.11721', '1903.07293', '1811.04129', '1802.04944', '1803.00197', '1711.06149', '1808.10024', '2008.05977']","['1710.08969', '1609.04741', '1811.11721', '1903.07293', '1802.04944', '1811.04129', '2008.05977', '1711.06149', '1803.00197', '1808.10024']","['1710.08969', '1609.04741', '1811.11721', '1903.07293', '1811.04129', '1802.04944', '1803.00197', '1711.06149', '1808.10024', '2008.05977']"
2019-07,90.0,90.0,"['1710.08969', '1609.04741', '1811.11721', '1903.07293', '1802.04944', '1811.04129', '2008.05977', '1711.06149', '1803.00197', '1808.10024']","['1710.08969', '1811.11721', '1609.04741', '1903.07293', '1802.04944', '2008.05977', '1904.02874', '1811.04129', '1711.06149', '1803.00197']","['1710.08969', '1811.11721', '1609.04741', '1903.07293', '1802.04944', '2008.05977', '1904.02874', '1811.04129', '1808.10024', '1711.06149']"
2019-08,90.0,90.0,"['1710.08969', '1811.11721', '1609.04741', '1903.07293', '1802.04944', '2008.05977', '1904.02874', '1811.04129', '1711.06149', '1803.00197']","['1710.08969', '1811.11721', '1609.04741', '1903.07293', '1802.04944', '1811.04129', '1904.02874', '2008.05977', '1711.06149', '1808.10024']","['1710.08969', '1811.11721', '1609.04741', '1903.07293', '1802.04944', '2008.05977', '1904.02874', '1811.04129', '1803.00197', '2206.01923']"
2019-09,100.0,90.0,"['1710.08969', '1811.11721', '1609.04741', '1903.07293', '1802.04944', '1811.04129', '1904.02874', '2008.05977', '1711.06149', '1808.10024']","['1710.08969', '1811.11721', '1903.07293', '1802.04944', '1609.04741', '1811.04129', '1904.02874', '1807.06736', '2008.05977', '1711.06149']","['1710.08969', '1811.11721', '1903.07293', '1609.04741', '1802.04944', '1811.04129', '1904.02874', '2008.05977', '1808.10024', '1711.06149']"
2019-10,90.0,90.0,"['1710.08969', '1811.11721', '1903.07293', '1802.04944', '1609.04741', '1811.04129', '1904.02874', '1807.06736', '2008.05977', '1711.06149']","['1710.08969', '1811.11721', '1903.07293', '1609.04741', '1802.04944', '1807.06736', '1811.04129', '1904.02874', '2008.05977', '1901.08150']","['1710.08969', '1811.11721', '1903.07293', '1802.04944', '1807.06736', '1609.04741', '1811.04129', '1904.02874', '2008.05977', '1803.00197']"
2019-11,100.0,100.0,"['1710.08969', '1811.11721', '1903.07293', '1609.04741', '1802.04944', '1807.06736', '1811.04129', '1904.02874', '2008.05977', '1901.08150']","['1710.08969', '1811.11721', '1903.07293', '1609.04741', '1802.04944', '1807.06736', '1811.04129', '1904.02874', '2008.05977', '1901.08150']","['1710.08969', '1811.11721', '1903.07293', '1609.04741', '1802.04944', '1807.06736', '1811.04129', '1904.02874', '2008.05977', '1901.08150']"
